compound,receptor,seed,pose_rank,score_kcal_mol,pose_file
11,9KT9,20260803,3,1.548,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c11_9KT9_seed20260803.pdbqt
11,9KT9,1,1,-0.051,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c11_9KT9_seed1.pdbqt
11,9KT9,1,2,0.373,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c11_9KT9_seed1.pdbqt
12,9KT9,20260803,1,0.169,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c12_9KT9_seed20260803.pdbqt
12,9KT9,20260803,2,0.496,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c12_9KT9_seed20260803.pdbqt
12,9KT9,1,1,-3.93,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c12_9KT9_seed1.pdbqt
13,9KT9,20260803,1,-4.337,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c13_9KT9_seed20260803.pdbqt
13,9KT9,20260803,2,-4.323,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c13_9KT9_seed20260803.pdbqt
13,9KT9,20260803,3,-3.406,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c13_9KT9_seed20260803.pdbqt
13,9KT9,20260803,4,-2.742,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c13_9KT9_seed20260803.pdbqt
13,9KT9,1,1,-4.359,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c13_9KT9_seed1.pdbqt
14,9KT9,20260803,1,-4.846,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c14_9KT9_seed20260803.pdbqt
14,9KT9,20260803,2,-2.378,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c14_9KT9_seed20260803.pdbqt
14,9KT9,1,1,-6.042,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c14_9KT9_seed1.pdbqt
14,9KT9,1,2,-5.09,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c14_9KT9_seed1.pdbqt
14,9KT9,1,3,-4.865,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c14_9KT9_seed1.pdbqt
14,9KT9,1,4,-4.399,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c14_9KT9_seed1.pdbqt
14,9KT9,1,5,-3.633,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c14_9KT9_seed1.pdbqt
15,9KT9,20260803,1,-4.995,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c15_9KT9_seed20260803.pdbqt
15,9KT9,20260803,2,-2.689,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c15_9KT9_seed20260803.pdbqt
15,9KT9,1,1,-4.952,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c15_9KT9_seed1.pdbqt
15,9KT9,1,2,-3.003,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c15_9KT9_seed1.pdbqt
15,9KT9,1,3,-2.658,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c15_9KT9_seed1.pdbqt
15,9KT9,1,4,-2.608,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c15_9KT9_seed1.pdbqt
16,9KT9,20260803,1,-4.934,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c16_9KT9_seed20260803.pdbqt
16,9KT9,20260803,2,-2.519,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c16_9KT9_seed20260803.pdbqt
16,9KT9,20260803,3,-2.438,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c16_9KT9_seed20260803.pdbqt
16,9KT9,20260803,4,-2.093,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c16_9KT9_seed20260803.pdbqt
16,9KT9,1,1,-5.089,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c16_9KT9_seed1.pdbqt
16,9KT9,1,2,-4.517,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c16_9KT9_seed1.pdbqt
16,9KT9,1,3,-4.332,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c16_9KT9_seed1.pdbqt
16,9KT9,1,4,-3.264,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c16_9KT9_seed1.pdbqt
16,9KT9,1,5,-3.086,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c16_9KT9_seed1.pdbqt
17,9KT9,20260803,1,-5.859,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c17_9KT9_seed20260803.pdbqt
17,9KT9,20260803,2,-5.314,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c17_9KT9_seed20260803.pdbqt
17,9KT9,20260803,3,-3.824,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c17_9KT9_seed20260803.pdbqt
17,9KT9,1,1,-5.346,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c17_9KT9_seed1.pdbqt
17,9KT9,1,2,-4.415,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c17_9KT9_seed1.pdbqt
18,9KT9,20260803,1,-5.354,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed20260803.pdbqt
18,9KT9,20260803,2,-5.265,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed20260803.pdbqt
18,9KT9,20260803,3,-5.093,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed20260803.pdbqt
18,9KT9,20260803,4,-4.797,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed20260803.pdbqt
18,9KT9,20260803,5,-4.349,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed20260803.pdbqt
18,9KT9,1,1,-5.5,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed1.pdbqt
18,9KT9,1,2,-5.401,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed1.pdbqt
18,9KT9,1,3,-4.74,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed1.pdbqt
18,9KT9,1,4,-4.364,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed1.pdbqt
18,9KT9,1,5,-4.322,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c18_9KT9_seed1.pdbqt
19,9KT9,20260803,1,-4.926,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c19_9KT9_seed20260803.pdbqt
19,9KT9,20260803,2,-4.874,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c19_9KT9_seed20260803.pdbqt
19,9KT9,20260803,3,-4.111,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c19_9KT9_seed20260803.pdbqt
19,9KT9,1,1,-4.761,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c19_9KT9_seed1.pdbqt
19,9KT9,1,2,-1.782,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c19_9KT9_seed1.pdbqt
20,9KT9,20260803,1,-5.745,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed20260803.pdbqt
20,9KT9,20260803,2,-5.725,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed20260803.pdbqt
20,9KT9,20260803,3,-5.075,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed20260803.pdbqt
20,9KT9,20260803,4,-4.653,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed20260803.pdbqt
20,9KT9,20260803,5,-3.204,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed20260803.pdbqt
20,9KT9,1,1,-5.795,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed1.pdbqt
20,9KT9,1,2,-5.366,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed1.pdbqt
20,9KT9,1,3,-5.031,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed1.pdbqt
20,9KT9,1,4,-3.533,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed1.pdbqt
20,9KT9,1,5,-3.271,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c20_9KT9_seed1.pdbqt
21,9KT9,20260803,1,-3.481,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c21_9KT9_seed20260803.pdbqt
21,9KT9,20260803,2,-2.542,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c21_9KT9_seed20260803.pdbqt
21,9KT9,20260803,3,-2.491,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c21_9KT9_seed20260803.pdbqt
21,9KT9,20260803,4,-0.534,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c21_9KT9_seed20260803.pdbqt
21,9KT9,1,1,-3.554,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c21_9KT9_seed1.pdbqt
21,9KT9,1,2,-2.852,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c21_9KT9_seed1.pdbqt
21,9KT9,1,3,-0.711,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c21_9KT9_seed1.pdbqt
21,9KT9,1,4,-0.664,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c21_9KT9_seed1.pdbqt
22,9KT9,20260803,1,0.312,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c22_9KT9_seed20260803.pdbqt
22,9KT9,1,1,3.22,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c22_9KT9_seed1.pdbqt
22,9KT9,1,2,6.033,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c22_9KT9_seed1.pdbqt
23,9KT9,20260803,1,-1.929,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c23_9KT9_seed20260803.pdbqt
23,9KT9,20260803,2,-0.246,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c23_9KT9_seed20260803.pdbqt
23,9KT9,20260803,3,-0.224,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c23_9KT9_seed20260803.pdbqt
23,9KT9,20260803,4,0.409,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c23_9KT9_seed20260803.pdbqt
23,9KT9,20260803,5,0.72,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c23_9KT9_seed20260803.pdbqt
23,9KT9,1,1,-4.421,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c23_9KT9_seed1.pdbqt
24,9KT9,20260803,1,-4.862,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c24_9KT9_seed20260803.pdbqt
24,9KT9,20260803,2,-4.737,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c24_9KT9_seed20260803.pdbqt
24,9KT9,20260803,3,-4.303,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c24_9KT9_seed20260803.pdbqt
24,9KT9,20260803,4,-4.289,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c24_9KT9_seed20260803.pdbqt
24,9KT9,1,1,-5.859,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c24_9KT9_seed1.pdbqt
24,9KT9,1,2,-3.494,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c24_9KT9_seed1.pdbqt
25,9KT9,20260803,1,-1.367,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c25_9KT9_seed20260803.pdbqt
25,9KT9,20260803,2,0.234,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c25_9KT9_seed20260803.pdbqt
25,9KT9,20260803,3,0.283,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c25_9KT9_seed20260803.pdbqt
25,9KT9,20260803,4,0.779,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c25_9KT9_seed20260803.pdbqt
25,9KT9,1,1,1.549,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c25_9KT9_seed1.pdbqt
25,9KT9,1,2,1.792,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c25_9KT9_seed1.pdbqt
25,9KT9,1,3,2.392,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c25_9KT9_seed1.pdbqt
25,9KT9,1,4,3.599,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c25_9KT9_seed1.pdbqt
25,9KT9,1,5,3.92,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c25_9KT9_seed1.pdbqt
26,9KT9,20260803,1,-5.202,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed20260803.pdbqt
26,9KT9,20260803,2,-4.95,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed20260803.pdbqt
26,9KT9,20260803,3,-4.236,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed20260803.pdbqt
26,9KT9,20260803,4,-3.897,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed20260803.pdbqt
26,9KT9,20260803,5,-3.538,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed20260803.pdbqt
26,9KT9,1,1,-5.231,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed1.pdbqt
26,9KT9,1,2,-5.16,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed1.pdbqt
26,9KT9,1,3,-4.945,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed1.pdbqt
26,9KT9,1,4,-4.257,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed1.pdbqt
26,9KT9,1,5,-3.876,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c26_9KT9_seed1.pdbqt
27,9KT9,20260803,1,-3.549,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c27_9KT9_seed20260803.pdbqt
27,9KT9,1,1,-0.982,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c27_9KT9_seed1.pdbqt
28,9KT9,20260803,1,-4.899,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c28_9KT9_seed20260803.pdbqt
28,9KT9,20260803,2,-4.546,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c28_9KT9_seed20260803.pdbqt
28,9KT9,20260803,3,-2.937,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c28_9KT9_seed20260803.pdbqt
28,9KT9,20260803,4,-2.748,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c28_9KT9_seed20260803.pdbqt
28,9KT9,20260803,5,-2.569,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c28_9KT9_seed20260803.pdbqt
28,9KT9,1,1,-3.653,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c28_9KT9_seed1.pdbqt
28,9KT9,1,2,-2.043,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c28_9KT9_seed1.pdbqt
28,9KT9,1,3,-1.524,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c28_9KT9_seed1.pdbqt
28,9KT9,1,4,-0.693,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c28_9KT9_seed1.pdbqt
29,9KT9,20260803,1,-3.124,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed20260803.pdbqt
29,9KT9,20260803,2,-2.835,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed20260803.pdbqt
29,9KT9,20260803,3,-2.115,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed20260803.pdbqt
29,9KT9,20260803,4,-1.927,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed20260803.pdbqt
29,9KT9,20260803,5,-1.424,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed20260803.pdbqt
29,9KT9,1,1,-3.166,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed1.pdbqt
29,9KT9,1,2,-2.71,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed1.pdbqt
29,9KT9,1,3,-2.422,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed1.pdbqt
29,9KT9,1,4,-2.171,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed1.pdbqt
29,9KT9,1,5,-1.427,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c29_9KT9_seed1.pdbqt
30,9KT9,20260803,1,5.713,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed20260803.pdbqt
30,9KT9,20260803,2,6.436,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed20260803.pdbqt
30,9KT9,20260803,3,7.387,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed20260803.pdbqt
30,9KT9,20260803,4,7.642,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed20260803.pdbqt
30,9KT9,20260803,5,7.768,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed20260803.pdbqt
30,9KT9,1,1,5.687,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed1.pdbqt
30,9KT9,1,2,6.428,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed1.pdbqt
30,9KT9,1,3,6.589,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed1.pdbqt
30,9KT9,1,4,7.495,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed1.pdbqt
30,9KT9,1,5,8.256,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c30_9KT9_seed1.pdbqt
31,9KT9,20260803,1,6.076,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c31_9KT9_seed20260803.pdbqt
31,9KT9,20260803,2,7.749,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c31_9KT9_seed20260803.pdbqt
31,9KT9,20260803,3,9.033,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c31_9KT9_seed20260803.pdbqt
31,9KT9,1,1,8.648,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c31_9KT9_seed1.pdbqt
31,9KT9,1,2,9.761,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c31_9KT9_seed1.pdbqt
32,9KT9,20260803,1,-3.267,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c32_9KT9_seed20260803.pdbqt
32,9KT9,20260803,2,-3.055,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c32_9KT9_seed20260803.pdbqt
32,9KT9,1,1,-3.851,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c32_9KT9_seed1.pdbqt
32,9KT9,1,2,-2.968,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c32_9KT9_seed1.pdbqt
33,9KT9,20260803,1,3.986,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c33_9KT9_seed20260803.pdbqt
33,9KT9,20260803,2,4.819,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c33_9KT9_seed20260803.pdbqt
33,9KT9,20260803,3,6.917,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c33_9KT9_seed20260803.pdbqt
33,9KT9,1,1,3.95,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c33_9KT9_seed1.pdbqt
33,9KT9,1,2,4.816,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c33_9KT9_seed1.pdbqt
33,9KT9,1,3,6.544,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c33_9KT9_seed1.pdbqt
34,9KT9,20260803,1,-3.924,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c34_9KT9_seed20260803.pdbqt
34,9KT9,1,1,-3.614,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c34_9KT9_seed1.pdbqt
35,9KT9,20260803,1,4.09,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c35_9KT9_seed20260803.pdbqt
35,9KT9,20260803,2,4.097,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c35_9KT9_seed20260803.pdbqt
35,9KT9,20260803,3,4.427,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c35_9KT9_seed20260803.pdbqt
35,9KT9,20260803,4,4.457,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c35_9KT9_seed20260803.pdbqt
35,9KT9,20260803,5,4.649,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c35_9KT9_seed20260803.pdbqt
35,9KT9,1,1,3.152,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c35_9KT9_seed1.pdbqt
35,9KT9,1,2,4.341,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c35_9KT9_seed1.pdbqt
35,9KT9,1,3,4.765,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c35_9KT9_seed1.pdbqt
35,9KT9,1,4,4.826,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c35_9KT9_seed1.pdbqt
36,9KT9,20260803,1,-0.347,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c36_9KT9_seed20260803.pdbqt
36,9KT9,20260803,2,1.7,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c36_9KT9_seed20260803.pdbqt
36,9KT9,1,1,2.331,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c36_9KT9_seed1.pdbqt
36,9KT9,1,2,3.228,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c36_9KT9_seed1.pdbqt
36,9KT9,1,3,3.979,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c36_9KT9_seed1.pdbqt
36,9KT9,1,4,5.067,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c36_9KT9_seed1.pdbqt
36,9KT9,1,5,5.292,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c36_9KT9_seed1.pdbqt
37,9KT9,20260803,1,3.331,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c37_9KT9_seed20260803.pdbqt
37,9KT9,20260803,2,4.958,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c37_9KT9_seed20260803.pdbqt
37,9KT9,20260803,3,5.428,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c37_9KT9_seed20260803.pdbqt
37,9KT9,20260803,4,6.033,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c37_9KT9_seed20260803.pdbqt
37,9KT9,20260803,5,6.287,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c37_9KT9_seed20260803.pdbqt
37,9KT9,1,1,1.972,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c37_9KT9_seed1.pdbqt
37,9KT9,1,2,3.222,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c37_9KT9_seed1.pdbqt
37,9KT9,1,3,4.727,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c37_9KT9_seed1.pdbqt
38,9KT9,20260803,1,1.773,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c38_9KT9_seed20260803.pdbqt
38,9KT9,20260803,2,2.353,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c38_9KT9_seed20260803.pdbqt
38,9KT9,20260803,3,4.206,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c38_9KT9_seed20260803.pdbqt
38,9KT9,20260803,4,4.301,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c38_9KT9_seed20260803.pdbqt
38,9KT9,1,1,3.751,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c38_9KT9_seed1.pdbqt
38,9KT9,1,2,4.758,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c38_9KT9_seed1.pdbqt
38,9KT9,1,3,5.708,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c38_9KT9_seed1.pdbqt
39,9KT9,20260803,1,-5.244,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed20260803.pdbqt
39,9KT9,20260803,2,-4.821,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed20260803.pdbqt
39,9KT9,20260803,3,-4.773,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed20260803.pdbqt
39,9KT9,20260803,4,-4.769,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed20260803.pdbqt
39,9KT9,20260803,5,-3.874,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed20260803.pdbqt
39,9KT9,1,1,-4.94,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed1.pdbqt
39,9KT9,1,2,-4.771,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed1.pdbqt
39,9KT9,1,3,-4.747,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed1.pdbqt
39,9KT9,1,4,-4.647,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed1.pdbqt
39,9KT9,1,5,-3.732,/das/user/QYJI/druggability/data/gpr81_phase1/phase6_full_series/poses/c39_9KT9_seed1.pdbqt
